product_id|product_name|car_brand|car_type|swept_volume|productive_date|price_of_distributor|price_of_purchase|price_of_retail|product_category
|欧系超级陶瓷片(前)|奥迪|A4L(B8)|2.0T|2012/08-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A4L(B8)|3.2FSI|2009/02-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A4L(B8)|3.0T|2012/08-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|Q5|2.0TSI|2010/03-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4L(B8)|1.8TFSI|2009/07-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4L(B8)|2.0TFSI|2009/01-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4L(B8)|1.8T|2012/08-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4L(B8)|2.0T|2012/08-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4L(B8)|2.0T|2012/08-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4L(B8)|3.0T|2012/08-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4L(B8)|3.2FSI|2009/02-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|Q3(8U)|1.4T(30TFSI)|2014/04-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|Q3(8U)|2.0T(35TFSI)|2013/04-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|Q3(8U)|1.4T(30TFSI)|2014/04-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|Q3(8U)|2.0T(35TFSI)|2013/04-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5敞篷车(8F7)|2.0TFSI|2009/03-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5敞篷车(8F7)|2.0TFSI|2009/03-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5敞篷车(8F7)|2.0TFSI|2009/03-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5掀背车(8TA)|2.0TFSI|2009/09-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5掀背车(8TA)|2.0TFSI|2009/09-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5掀背车(8TA)|2.0TFSI|2009/09-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5(8T3)|2.0TFSI|2008/06-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5(8T3)|2.0TFSIquattro|2008/06-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5(8T3)|2.0TFSI|2008/06-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5(8T3)|2.0TFSIquattro|2008/06-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5(8T3)|2.0TFSI|2008/06-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A5(8T3)|2.0TFSIquattro|2008/06-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A4(8K2,B8)|S4quattro3.0|2008/11-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A4(8K2,B8)|S4quattro3.0|2008/11-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|Q5(8R)|2.0TFSI|2009/08-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|Q5(8R)|3.0TDI|2008/11-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|Q5(8R)|3.2FSI|2009/11-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|Q5(8R)|3.0TFSI|2013/04-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A5敞篷车(8F7)|2.0TFSI|2009/03-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A5掀背车(8TA)|2.0TFSI|2009/09-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A5(8T3)|2.0TFSI|2008/06-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A5(8T3)|2.0TFSIquattro|2008/06-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4(8K2,B8)|S4quattro3.0|2008/11-|¥182.0|¥209.0|¥290.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|R5004matic(W251,V251)|5.0|2006/01-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|R500(W251,V251)|5.5|2007/01-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|R350(W251,V251)|3.5|2007/01-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|R300CDI(W251,V251)|3.0|2009/07-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|ML500(W164)|5.0|2005/07-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|ML500(W164)|5.5|2007/12-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|ML350(W164)|3.5|2005/07-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|ML300CDI(W164)|3.0|2010/02-2011/12|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|GL500(X164)|5.5|2006/09-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|GL450(X164)|4.7|2006/09-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|GL350CDI(X164)|3.0|2009/05-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奔驰|GL320CDI(X164)|3.0|2006/09-|¥268.0|¥308.0|¥430.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|新速腾|1.4TSI|2012/07-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|新速腾|1.6|2012/07-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|新速腾|1.8TSI|2012/07-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|途观|1.8TSI|2009/12-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|途观|2.0TSI|2009/12-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|新帕萨特(B7)|1.4TSI|2011/09-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|新帕萨特(B7)|1.8TSI|2011/04-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|新帕萨特(B7)|2.0TSI|2011/04-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|新帕萨特(B7)|3.0|2011/04-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|途观|1.8TSI|2009/12-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|途观|2.0TSI|2009/12-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|新帕萨特(B7)|1.4TSI|2011/09-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|新帕萨特(B7)|1.8TSI|2011/04-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|新帕萨特(B7)|2.0TSI|2011/04-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|新帕萨特(B7)|3.0|2011/04-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|夏朗(7N)|1.8TSI|2013/01-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|夏朗(7N)|2.0TSI|2010/12-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|Tiguan|2.0TSI|2009/08-|¥217.0|¥249.0|¥350.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾旅行版|2.0|2012-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|3.2|2007-2011|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|帕萨特旅行版|2.0T|2010/08-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|夏朗(7N)|1.8TSI|2013/01-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|夏朗(7N)|2.0TSI|2010/12-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|Tiguan|2.0TSI|2009/08-|¥162.0|¥186.0|¥260.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|野帝(5L)|1.4TSI|2013/11-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|野帝(5L)|1.8TSI|2013/11-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|速派|1.4TSI|2013/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|速派|1.8TSI|2013/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|速派|2.0TSI|2013/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|明锐RS|2.0TSI|2010/04-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|明锐|1.8TSI|2007/06-2010/04|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|明锐|1.4T|2010/04-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|昊锐|1.4TSI|2010/05-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|昊锐|1.8|2009/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|昊锐|2.0|2009/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|斯柯达|速尊|2.0TSI|2014/02-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|斯柯达|明锐|1.6|2007/08-2010/04|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|斯柯达|明锐|1.8TSI|2007/06-2010/04|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|斯柯达|明锐|2.0|2007/06-2010/04|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|斯柯达|明锐|1.4T|2010/04-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|斯柯达|明锐|2.0|2010/04-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|斯柯达|速尊|2.0TSI|2014/02-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|TTRoadster(8J9)|3.2V6|2006/10-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|TTRoadster(8J9)|2.0TFSI(147Kw)|2008/11-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|TTRoadster(8J9)|3.2V6|2006/10-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|TT(8J3)|2.0TFSI|2006/10-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|TT(8J3)|2.0TFSI(147Kw)|2008/11-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|TT(8J3)|2.0TFSI|2006/10-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|奥迪|A1Sportback(8XA)|1.4TFSI|2011/10-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|2.0TFSI|2005/06-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|2.4|2005/06-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|2.7TDI|2009/08-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|2.8|2007/11-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|3.0|2005/04-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|3.2FSI|2006/11-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|4.2|2005/09-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6L(C6)|4.2FSI|2005/09-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4(B7)|3.0|2005/07-2008/09|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|TTRoadster(8J9)|2.0TFSI(147Kw)|2008/11-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|TTRoadster(8J9)|2.0TFSIquattro(200Kw)|2008/11-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|TTRoadster(8J9)|3.2V6|2006/10-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|TT(8J3)|2.0TFSI|2006/10-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|TT(8J3)|2.0TFSI(147Kw)|2008/11-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|TT(8J3)|2.0TFSIquattro(200Kw)|2008/11-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A6(4B,C5)|3.0|2004/08-2005/01|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4敞篷车(8H7,8HE)|3.2FSI|2004/04-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|奥迪|A4(8E2,B6)|2.0|2000/11-2004/12|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|高尔夫(A6)|1.4TSI|2009/07-2010/10|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|高尔夫(A6)|1.6|2009/11-2010/10|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|速腾(PQ35)|1.4T|2009/09-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|速腾(PQ35)|1.8T|2006/04-2010/12|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|1.8TSI|2007/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|2.0|2007/03-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|2.0T|2007/12-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|1.8TSI|2011/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|2.0TSI|2011/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|3.0FSI|2011/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|1.4TSI|2011/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|CC|1.8|2010/07-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|CC|2.0|2010/07-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|途安(PQ35)|1.8T|2005/04-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|途安(PQ35)|2.0|2004/10-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|途安(PQ35)|1.4T|2010/12-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|波罗GTI|1.4TSI|2012/09-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|甲壳虫|1.4T|2016.05-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|尚酷|1.4T|2016.03-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾旅行版|2.0|2012-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾旅行版|2.0|2012-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|迈腾|3.2|2007-2011|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|帕萨特旅行版|2.0T|2010/08-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|尚酷(137)|1.4T|2008/05-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|尚酷(137)|1.4T|2008/05-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(前)|大众|CC4Motion|3.6FSI|2009/05-|¥141.0|¥162.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|速腾(PQ35)|1.4T|2009/09-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|速腾(PQ35)|1.6|2005/12-2010/12|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|速腾(PQ35)|1.8T|2006/04-2010/12|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|速腾(PQ35)|2.0|2006/04-2010/12|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|1.8TSI|2007/08-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|2.0|2007/03-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|2.0T|2007/12-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|1.4TSI|2011/08-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|1.8TSI|2011/08-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|2.0TSI|2011/08-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|3.0FSI|2011/08-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|CC|1.8|2010/07-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|CC|2.0|2010/07-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|途安(PQ35)|1.4T|2010/12-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|途安(PQ35)|1.8T|2005/04-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|途安(PQ35)|2.0|2004/10-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾旅行版|2.0|2012-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|迈腾|3.2|2007-2011|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|帕萨特旅行版|2.0T|2010/08-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|尚酷(137)|1.4T|2008/05-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|欧系超级陶瓷片(后)|大众|CC4Motion|3.6FSI|2009/05-|¥140.0|¥161.0|¥230.0|刹车-欧系超级陶瓷片 
|高碳合金划线刹车盘(后)|大众|途观|1.4T/2.0T|2016.11-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|大众|凌渡GTS|2.0T|2016.08-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|大众|迈腾|1.4T/1.8T/2.0T|2016.07-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|大众|夏朗|1.4T|2016.06-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|大众|蔚揽|1.4T|2016.01-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|斯柯达|速派|1.4T|2015.10-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|斯柯达|速派|1.8T|2015.10-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|大众|蔚揽|2.0T|2016.04-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|奥迪|Q3 35TFSI/40TFSI|2.0T|2016.04-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|大众|途安L|1.4T/1.8T|2016.03-|¥175.0|¥245.0|¥490.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|马自达|CX-4|2.0L/2.5L|2016.06-|¥146.0|¥205.0|¥410.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|马自达|马自达6阿特兹|2.0|2014/05-|¥146.0|¥205.0|¥410.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|马自达|马自达6阿特兹|2.5|2014/05-|¥146.0|¥205.0|¥410.0|刹车-XPS改装盘
|高碳合金划线刹车盘(前)|马自达|CX-4|2.0L/2.5L|2016.06-|¥208.0|¥290.0|¥580.0|刹车-XPS改装盘
|高碳合金划线刹车盘(前)|马自达|CX-5|2.0/2.5|2013/08-|¥208.0|¥290.0|¥580.0|刹车-XPS改装盘
|高碳合金划线刹车盘(前)|马自达|马自达6阿特兹|2.0/2.5|2014/05-|¥208.0|¥290.0|¥580.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|马自达|CX-5|2.0/2.5|2013/08-|¥146.0|¥200.0|¥400.0|刹车-XPS改装盘
|高碳合金划线刹车盘(前)|本田|思域|1.5T|2016.04-|¥180.0|¥250.0|¥500.0|刹车-XPS改装盘
|高碳合金划线刹车盘(前)|本田|思域|1.0T|2016.11-|¥180.0|¥250.0|¥500.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|本田|思域|1.5T|2016.04-|¥130.0|¥180.0|¥360.0|刹车-XPS改装盘
|高碳合金划线刹车盘(后)|本田|思域|1.0T|2016.11-|¥130.0|¥180.0|¥360.0|刹车-XPS改装盘
